Permit Number,Status,Permit Type,Permit SubType,Permit Sub Type Description,Date Entered,Date Issued,Parcel,Business Name,Business Owner,Address,City,State,Zip,Council District,Census Tract,Mapped Location
16-17384,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/30/2016,11/17/2016,09504000200,Mapco Mart 3204,Mapco Express Inc,160  McGavock PIKE,Nashville,TN,37214.00000,15,37015200,"160 McGavock PIKE
Nashville, TN 37214
(36.169817, -86.679808)"
16-20378,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/16/2016,12/05/2016,09306402600,Tequila Cowboy and Wanna B's,T.C. Restaurant Group LLC,305  Broadway,Nashville,TN,37201.00000,19,37019500,"305 Broadway
Nashville, TN 37201
(36.161469, -86.776202)"
12-19602,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,09/24/2012,10/11/2012,06200006500,"Gaylord Springs Clubhouse, 2nd","Marriott Hotel Services, Inc.",18  Springhouse LN,Nashville,TN,37214.00000,15,37015300,"18 Springhouse LN
Nashville, TN 37214
(36.220003, -86.680506)"
14-20025,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/21/2014,12/11/2014,09309032600,Union Station Hotel,Flatts Lessee LLC,1001  Broadway,Nashville,TN,37203.00000,19,37019500,"1001 Broadway
Nashville, TN 37203
(36.157744, -86.784807)"
94-15723,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/18/1993,02/01/1994,08111014300,Sportsman's Grille in the Vill,"Sportsman's Grille in the Village, Inc.",1601  21st AVE S,Nashville,TN,37212.00000,20,13800112,"1601 21st AVE S
Nashville, TN 37212
(36.138525, -86.800663)"
06-16142,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/23/2006,06/12/2006,07513024600,Mexicali Market,"Mexicali Market, LLC",3922  Lebanon PIKE,Hermitage,TN,37076.00000,14,37015402,"3922 Lebanon PIKE
Hermitage, TN 37076
(36.193511, -86.62324)"
16-20293,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/01/2016,06/02/2016,09314046700,Primings Cigar Lounge and Bar,"Primings Cigar Lounge and Bar, LLC",701  4th AVE S,Nashville,TN,37210.00000,19,37019500,"701 4th AVE S
Nashville, TN 37210
(36.153283, -86.772181)"
17-17452,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/22/2017,03/09/2017,08115014000,DB Todd Market,Mena Nemr,1509  DR D B TODD JR BLVD,Nashville,TN,37208.00000,21,37013900,"1509 DR D B TODD JR BLVD
Nashville, TN 37208
(36.1731, -86.808135)"
13-19770,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/21/2013,07/30/2013,07300001700,Chili's Grill & Bar,"Chili's, Inc.",451  Opry Mills DR,Nashville,TN,37214.00000,15,37015300,"451 Opry Mills DR
Nashville, TN 37214
(36.203333, -86.694772)"
06-18571,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/18/2006,11/13/2006,09314024100,Flyte World Dining & Wine,"Flyte, LLC",718  Division ST,Nashville,TN,37203.00000,19,37019500,"718 Division ST
Nashville, TN 37203
(36.149756, -86.777883)"
12-19457,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/10/2012,05/21/2012,08600031600,O'Charley's Restaurant,"O'Charley's, LLC",5500  Old Hickory BLVD,Hermitage,TN,37078.00000,12,37015623,"5500 Old Hickory BLVD
Hermitage, TN 37078
(36.181741, -86.607327)"
09-16500,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/28/2009,06/12/2009,09114026800,Cho A Dong,"Thuong Vo, Van C. Vo",5827  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,20,37018101,"5827 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.149139, -86.862652)"
16-17329,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,06/02/2016,06/23/2016,04112013700,Royal Discount Tobacco & Beer,Maria G Al-Nemri,3843  Dickerson PIKE,Nashville,TN,37207.00000,8,37010901,"3843 Dickerson PIKE
Nashville, TN 37207
(36.266888, -86.756639)"
14-17187,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,10/02/2014,10/23/2014,07009011900,Bordeaux Market,Mohammad Zaher,2141  Buena Vista PIKE,Nashville,TN,37218.00000,2,37012801,"2141 Buena Vista PIKE
Nashville, TN 37218
(36.196785, -86.82838)"
16-20246,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/23/2015,03/10/2016,08209041300,Little Donkey Taqueria,"Little Donkey Nashville, LLC",1120  4th AVE N 103,Nashville,TN,37208.00000,19,37019400,"1120 4th AVE N 103
Nashville, TN 37208
(36.175659, -86.786698)"
04-18178,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/24/2004,03/24/2004,07300001700,Aquarium Restaurant,"Nashville Aquarium, Inc.",516  Opry Mills DR,Nashville,TN,37214.00000,15,37015300,"516 Opry Mills DR
Nashville, TN 37214
(36.199515, -86.692838)"
17-25130,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/18/2017,08/10/2017,07103005200,GARIBALDI MARKET,,2402  DICKERSON PIKE,NASHVILLE,TN,37207.00000,5,37011001,"2402 DICKERSON PIKE
NASHVILLE, TN 37207
(36.208316, -86.767331)"
17-25301,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/03/2017,12/20/2017,09306210100,NASHVILLE UNDERGROUND,,105  BROADWAY,NASHVILLE,TN,37201.00000,19,37019500,"105 BROADWAY
NASHVILLE, TN 37201
(36.162153, -86.774644)"
17-25316,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/21/2017,12/08/2017,06200002201,SANTA FE CATTLE COMPANY,,2520  MUSIC VALLEY DR,NASHVILLE,TN,37214.00000,15,37015300,"2520 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.226075, -86.696064)"
17-25308,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/16/2017,12/08/2017,10408006700,MAPCO #3201,c/o Corporation Trust Company,1507  21ST AVE S,NASHVILLE,TN,37212.00000,18,37016500,"1507 21ST AVE S
NASHVILLE, TN 37212
(36.138899, -86.800583)"
17-25295,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/26/2017,12/08/2017,09313010400,404 KITCHEN,,507  12TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"507 12TH AVE S
NASHVILLE, TN 37203
(36.152068, -86.784479)"
18-25507,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/09/2018,07/12/2018,10510030200,LOVE PEACE AND PHO,,2112  8TH AVE S,NASHVILLE,TN,37204.00000,17,37017000,"2112 8TH AVE S
NASHVILLE, TN 37204
(36.131462, -86.778867)"
18-25563,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/20/2018,07/12/2018,09111022000,RED BICYCLE,,712  51ST AVE N,NASHVILLE,TN,37209.00000,20,37013300,"712 51ST AVE N
NASHVILLE, TN 37209
(36.156203, -86.848781)"
17-25300,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/03/2017,12/07/2017,16200029000,LOVE MARKET TOBACCO & BEER,,1309  BELL RD  207,NASHVILLE,TN,37013.00000,31,37019111,"1309 BELL RD 207
NASHVILLE, TN 37013
(36.046118, -86.676093)"
18-25406,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/06/2018,07/12/2018,14707007900,LA COCINA DOMINICANA RESTAURANT,,4407  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,27,37018904,"4407 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.073236, -86.72437)"
17-25272,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,10/09/2017,12/07/2017,09310047300,NASHVILLE MUSIC CITY CENTER,,201  5TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"201 5TH AVE S
NASHVILLE, TN 37203
(36.157626, -86.776575)"
17-25309,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/16/2017,12/08/2017,10200008400,"EL SOMBRERO 2, INC.",,7066  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,35,37018301,"7066 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.12861, -86.906587)"
14-19921,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/27/2014,06/12/2014,10513043700,Taqueria Del Sol,Crescent 4 LLC,2317  12th AVE S,Nashville,TN,37204.00000,18,37017000,"2317 12th AVE S
Nashville, TN 37204
(36.126617, -86.78922)"
18-25523,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2018,07/12/2018,05302008000,5-AGAVES MEXICAN RESTAURANT INC,,1508  ROBINSON RD,OLD HICKORY,TN,37138.00000,11,37010501,"1508 ROBINSON RD
OLD HICKORY, TN 37138
(36.255112, -86.652833)"
18-25554,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/13/2018,07/12/2018,10516025500,312 PIZZA COMPANY,,2190  NOLENSVILLE PIKE,NASHVILLE,TN,37211.00000,17,37017200,"2190 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.127134, -86.753267)"
18-25455,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/06/2018,07/12/2018,07206002400,EL JALICIENSE MEXICAN RESTAURANT,,3225  GALLATIN PIKE,NASHVILLE,TN,37216.00000,8,37011200,"3225 GALLATIN PIKE
NASHVILLE, TN 37216
(36.207335, -86.735786)"
18-25561,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/18/2018,07/12/2018,09215011300,THE CORNER BAR AT ELLISTON PLACE,,2200  ELLISTON PL,NASHVILLE,TN,37203.00000,21,37016500,"2200 ELLISTON PL
NASHVILLE, TN 37203
(36.151907, -86.803873)"
18-25441,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/29/2018,07/12/2018,09216043700,LOUIE'S WINE DINE,,1701  BROADWAY,NASHVILLE,TN,37203.00000,19,37019500,"1701 BROADWAY
NASHVILLE, TN 37203
(36.153008, -86.79425)"
09-19116,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/08/2009,11/13/2009,11815001000,Logan's Roadhouse,"Logan's Roadhouse, Inc.",727  Thompson LN,Nashville,TN,37204.00000,16,37980200,"727 Thompson LN
Nashville, TN 37204
(36.112243, -86.766546)"
18-25401,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/28/2018,07/13/2018,08207013500,FOLK,,823  MERIDIAN ST,NASHVILLE,TN,37207.00000,5,37011800,"823 MERIDIAN ST
NASHVILLE, TN 37207
(36.18558, -86.768221)"
17-25047,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/22/2017,06/08/2017,10200008200,JIM 'N NICKS Bar-B-Q NASHVILLE WEST,,7004  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,35,37018301,"7004 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.12922, -86.904914)"
16-01008,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,07/08/2016,07/28/2016,11714009700,Kroger,Kroger Limited Partnership,2131  Abbott Martin RD,Nashville,TN,37215.00000,25,37017901,"2131 Abbott Martin RD
Nashville, TN 37215
(36.106339, -86.818281)"
17-25071,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/30/2017,12/15/2017,12800018700,BELLEVUE 12,,8125  SAWYER BROWN RD,NASHVILLE,TN,37221.00000,22,37018401,"8125 SAWYER BROWN RD
NASHVILLE, TN 37221
(36.080013, -86.944482)"
T18-25457,TEMPORARY,BBPERMIT,SPECIAL,BB - Special Events,04/09/2018,,09214007600,MUSICIANS CORNER,,2500  WEST END AVE,NASHVILLE,TN,37203.00000,21,37016600,"2500 WEST END AVE
NASHVILLE, TN 37203
(36.146893, -86.808533)"
18-25550,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/11/2018,07/17/2018,08309017500,eDESia,,1112  WOODLAND ST,NASHVILLE,TN,37206.00000,6,37019200,"1112 WOODLAND ST
NASHVILLE, TN 37206
(36.17727, -86.748681)"
17-25001,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/15/2017,09/22/2017,09303006600,NISSAN STADIUM,,1  TITANS WAY,NASHVILLE,TN,37213.00000,6,37019300,"1 TITANS WAY
NASHVILLE, TN 37213
(36.165719, -86.773573)"
T18-25513,TEMPORARY,BBPERMIT,SPECIAL,BB - Special Events,05/10/2018,,08600031300,DAISY DUKES BIKE NITE,,3435  LEBANON PIKE,HERMITAGE,TN,37076.00000,14,37015404,"3435 LEBANON PIKE
HERMITAGE, TN 37076
(36.190178, -86.626474)"
T18-25532,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,05/24/2018,,13415000800,LAS VAQUERITAS,,1326  ANTIOCH PIKE,NASHVILLE,TN,37211.00000,28,37015613,"1326 ANTIOCH PIKE
NASHVILLE, TN 37211
(36.084076, -86.68959)"
17-25307,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/15/2017,12/20/2017,10403000500,THE LOCAL,,110  28TH AVE N,NASHVILLE,TN,37203.00000,21,37016600,"110 28TH AVE N
NASHVILLE, TN 37203
(36.145733, -86.812871)"
17-25246,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,09/26/2017,03/01/2018,05104012100,TIGERMARKET #41063H,,817  GALLATIN PIKE S,MADISON,TN,37115.00000,7,37010701,"817 GALLATIN PIKE S
MADISON, TN 37115
(36.25369, -86.71644)"
17-25284,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/18/2017,12/20/2017,09305019800,M.L. ROSE CRAFT BEER AND BURGERS,,431  11TH AVE N,NASHVILLE,TN,37203.00000,19,37019400,"431 11TH AVE N
NASHVILLE, TN 37203
(36.163607, -86.791425)"
17-25310,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/17/2017,12/20/2017,10403007100,SPECTRA FOOD SERVICES & HOSPITALITY,,210  NATCHEZ TRCE,NASHVILLE,TN,37212.00000,18,37016500,"210 NATCHEZ TRCE
NASHVILLE, TN 37212
(36.144316, -86.809855)"
18-25358,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/02/2018,03/01/2018,10204010100,SAIGON CAFE,1815 Azure Way,6410  CHARLOTTE PIKE,NASHVILLE,TN,37209.00000,20,37018101,"6410 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.143388, -86.873993)"
17-25314,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,11/20/2017,12/20/2017,09206051500,SWETT'S MARKET,,702  28TH AVE N,NASHVILLE,TN,37208.00000,21,37014300,"702 28TH AVE N
NASHVILLE, TN 37208
(36.158953, -86.818597)"
17-25311,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",11/17/2017,03/01/2018,10700011000,BARRIQUE BREWING AND BLENDING,,1821  AIR LANE DR,NASHVILLE,TN,37210.00000,15,37019600,"1821 AIR LANE DR
NASHVILLE, TN 37210
(36.144838, -86.704087)"
17-25318,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,12/04/2017,12/20/2017,09504001900,DOLPHIN MARKET 2,,2618  LEBANON PIKE,NASHVILLE,TN,37214.00000,15,37015200,"2618 LEBANON PIKE
NASHVILLE, TN 37214
(36.169547, -86.671541)"
18-25362,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/06/2018,03/01/2018,10408042600,TACO MAMA HILLSBORO VILLAGE,,1612  21ST AVE S,NASHVILLE,TN,37212.00000,,,"1612 21ST AVE S
NASHVILLE, TN 37212
(36.138484, -86.800668)"
18-25355,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/01/2018,03/01/2018,09116038500,ROSIE'S MARKET,,3900  CHARLOTTE AVE,NASHVILLE,TN,37209.00000,24,37013500,"3900 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152497, -86.833411)"
17-25209,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",09/12/2017,03/01/2018,10601016500,"CHAPMAN'S CRAFT CIDER, LLC",,865  ELM HILL PIKE,NASHVILLE,TN,37210.00000,19,37015900,"865 ELM HILL PIKE
NASHVILLE, TN 37210
(36.144706, -86.744486)"
17-25329,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,12/19/2017,03/01/2018,08213030600,GEIST,,311  JEFFERSON ST,NASHVILLE,TN,37208.00000,19,37019400,"311 JEFFERSON ST
NASHVILLE, TN 37208
(36.174752, -86.785704)"
18-25361,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/05/2018,03/01/2018,04303001100,SLOW BURN HOT CHICKEN,,495  MYATT DR,MADISON,TN,37115.00000,9,37010401,"495 MYATT DR
MADISON, TN 37115
(36.278638, -86.690659)"
18-25364,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/07/2018,03/01/2018,08313009500,MARU,,1100  FATHERLAND ST  101,NASHVILLE,TN,37206.00000,6,37019200,"1100 FATHERLAND ST 101
NASHVILLE, TN 37206
(36.174123, -86.750112)"
18-25334,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/04/2018,03/01/2018,07213039400,JERRY'S MARKET,,1401  GALLATIN AVE,NASHVILLE,TN,37206.00000,7,37011700,"1401 GALLATIN AVE
NASHVILLE, TN 37206
(36.193644, -86.743842)"
18-25348,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/26/2018,03/01/2018,09107001000,DADDY'S DOGS,,5205  CENTENNIAL BLVD,NASHVILLE,TN,37209.00000,20,37013300,"5205 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.163984, -86.851978)"
T18-25470,TEMPORARY,BBPERMIT,OFFSALES,BB - Off Site Sales,04/12/2018,,16100027500,TWICE DAILY #7122,,5701  EDMONDSON PIKE,NASHVILLE,TN,37211.00000,4,37018804,"5701 EDMONDSON PIKE
NASHVILLE, TN 37211
(36.039655, -86.743463)"
18-25335,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/04/2018,03/01/2018,16300030700,KIRIN SUSHI,,795  BELL RD,ANTIOCH,TN,37013.00000,32,37015628,"795 BELL RD
ANTIOCH, TN 37013
(36.049711, -86.650568)"
17-25291,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/24/2017,03/01/2018,09216043400,HUTTON HOTEL,,1808  WEST END AVE,NASHVILLE,TN,37203.00000,21,37019500,"1808 WEST END AVE
NASHVILLE, TN 37203
(36.15261, -86.796793)"
18-25344,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/19/2018,03/02/2018,10314002600,LEMONGRASS THAI,,73  WHITE BRIDGE PIKE,NASHVILLE,TN,37205.00000,24,37018102,"73 WHITE BRIDGE PIKE
NASHVILLE, TN 37205
"
17-25077,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/07/2017,03/02/2018,08209005400,GERMANTOWN BAR,,1318  6TH AVE N,NASHVILLE,TN,37208.00000,19,37019400,"1318 6TH AVE N
NASHVILLE, TN 37208
(36.177498, -86.791023)"
18-25345,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/24/2018,03/02/2018,104080O00200CO,THE URBAN JUICER,,1622  21ST AVE S,NASHVILLE,TN,37212.00000,17,37016400,"1622 21ST AVE S
NASHVILLE, TN 37212
(36.13835, -86.800685)"
17-25313,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,11/20/2017,03/02/2018,16000004400,ESQUINA CANTINA BRENTWOOD,,710  OLD HICKORY BLVD  302,BRENTWOOD,TN,37027.00000,4,37018803,"710 OLD HICKORY BLVD 302
BRENTWOOD, TN 37027
(36.040594, -86.77106)"
17-25076,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,06/07/2017,03/02/2018,09111005800,BARE BONES BUTCHER,,906  51ST AVE N,NASHVILLE,TN,37209.00000,20,37013300,"906 51ST AVE N
NASHVILLE, TN 37209
(36.158192, -86.84889)"
T18-25595,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,07/19/2018,,09504024900,PARTY FOWL DONELSON,,2620  LEBANON PIKE,NASHVILLE,TN,37214.00000,15,37015200,"2620 LEBANON PIKE
NASHVILLE, TN 37214
(36.169534, -86.671456)"
18-25575,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,06/29/2018,07/26/2018,093023D00100CO,FLEET STREET PUB,,207  PRINTERS ALY  101,NASHVILLE,TN,37201.00000,19,37019500,"207 PRINTERS ALY 101
NASHVILLE, TN 37201
(36.164424, -86.778644)"
18-25525,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/18/2018,07/26/2018,11908004900,DANIELA'S RESTAURANT,,12 E THOMPSON LN,NASHVILLE,TN,37211.00000,16,37017401,"12 E THOMPSON LN
NASHVILLE, TN 37211
(36.115871, -86.719482)"
18-25529,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,05/22/2018,07/26/2018,04313013200,GRAND SLAM MARKET,,500  OLD HICKORY BLVD E,MADISON,TN,37115.00000,9,37010701,"500 OLD HICKORY BLVD E
MADISON, TN 37115
(36.262879, -86.703224)"
18-25495,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,04/30/2018,07/26/2018,10510036000,THE LOADING DOCK,,2028A  LINDELL AVE,NASHVILLE,TN,37203.00000,17,37016100,"2028A LINDELL AVE
NASHVILLE, TN 37203
(36.132653, -86.774128)"
18-25494,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,04/27/2018,07/26/2018,08212027000,KOI SUSHI & THAI-EAST LLC,,923  MAIN ST,NASHVILLE,TN,37206.00000,6,37011900,"923 MAIN ST
NASHVILLE, TN 37206
(36.176908, -86.754745)"
18-25420,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,03/14/2018,07/26/2018,14903015900,RESTAURANTE LOS CHURRASCOS,,2500  MURFREESBORO PIKE  107,NASHVILLE,TN,37217.00000,29,37015612,"2500 MURFREESBORO PIKE 107
NASHVILLE, TN 37217
(36.079023, -86.643957)"
T18-25558,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,06/15/2018,,09306402700,LUKE'S 32 BRIDGE FOOD + DRINK,,301  BROADWAY,NASHVILLE,TN,37201.00000,19,37019500,"301 BROADWAY
NASHVILLE, TN 37201
(36.161505, -86.776122)"
17-25177,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,08/23/2017,03/08/2018,09306410700,CITY TAP HOUSE,,204  3RD AVE S,NASHVILLE,TN,37201.00000,19,37019500,"204 3RD AVE S
NASHVILLE, TN 37201
(36.159514, -86.77464)"
18-25583,ISSUED,BBPERMIT,ONOFFSALES,BB - On & Off Site Sales,07/10/2018,07/27/2018,118010P10400CO,MILL CREEK TAPROOM 12 SOUTH,,2905  12TH AVE S 104,NASHVILLE,TN,37204.00000,18,37016900,"2905 12TH AVE S 104
NASHVILLE, TN 37204
(36.121372, -86.790383)"
18-25347,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,01/25/2018,03/08/2018,13500042900,ST MARK,,2217  MURFREESBORO PIKE,NASHVILLE,TN,37217.00000,28,37015614,"2217 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.090154, -86.650633)"
18-25341,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/11/2018,07/27/2018,08301015500,PEARL DIVER,,1008  GALLATIN AVE,NASHVILLE,TN,37206.00000,5,37011700,"1008 GALLATIN AVE
NASHVILLE, TN 37206
(36.188968, -86.746079)"
18-25381,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/14/2018,03/08/2018,09305201200,HOMEWOOD SUITES BY HILTON NASHVILLE - DOWNTOWN,Lilly Ann Marden,706  CHURCH ST,NASHVILLE,TN,37203.00000,19,37019500,"706 CHURCH ST
NASHVILLE, TN 37203
(36.161909, -86.783071)"
18-25354,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/30/2018,03/08/2018,09306405100,JOE'S CRAB SHACK,,123  2ND AVE S,NASHVILLE,TN,37201.00000,19,37019500,"123 2ND AVE S
NASHVILLE, TN 37201
(36.161079, -86.774636)"
18-25372,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,02/12/2018,03/08/2018,07206023300,WALDEN BAR,,2909  GALLATIN PIKE,NASHVILLE,TN,37216.00000,5,37011400,"2909 GALLATIN PIKE
NASHVILLE, TN 37216
(36.202898, -86.738852)"
18-25392,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,02/22/2018,03/08/2018,09306100100,RAGIN CAJUN CRAWFISH BOIL,,618  CHURCH ST  200,NASHVILLE,TN,37219.00000,19,37019500,"618 CHURCH ST 200
NASHVILLE, TN 37219
(36.162209, -86.782374)"
T18-25612,TEMPORARY,BBPERMIT,ONSALES,BB - On Site Sales,07/27/2018,,07106007800,LA PARRILLA,,305 W TRINITY LN,NASHVILLE,TN,37207.00000,2,37012701,"305 W TRINITY LN
NASHVILLE, TN 37207
(36.206715, -86.779717)"
18-25378,ISSUED,BBPERMIT,OFFSALES,BB - Off Site Sales,02/13/2018,03/08/2018,10801006300,RACEWAY 960,,577  DONELSON PIKE,NASHVILLE,TN,37214.00000,15,37015502,"577 DONELSON PIKE
NASHVILLE, TN 37214
(36.14346, -86.666616)"
18-25578,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/05/2018,07/27/2018,13413024500,LA DELICIA MEXICAN RESTAURANT,,4930  LINBAR DR  103,NASHVILLE,TN,37211.00000,30,37019003,"4930 LINBAR DR 103
NASHVILLE, TN 37211
(36.083022, -86.702561)"
18-25578,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,07/05/2018,07/27/2018,13413024500,LA DELICIA MEXICAN RESTAURANT,,4930  LINBAR DR  102,NASHVILLE,TN,37211.00000,30,37019003,"4930 LINBAR DR 102
NASHVILLE, TN 37211
(36.083022, -86.702561)"
18-25351,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/26/2018,03/08/2018,10402037600,TAZIKI'S MEDITERRANEAN CAFE,,3001  WEST END AVE,NASHVILLE,TN,37203.00000,21,37016600,"3001 WEST END AVE
NASHVILLE, TN 37203
(36.143964, -86.813881)"
18-25350,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,01/26/2018,03/08/2018,093090B00200CO,TAZIKI'S MEDITERRANEAN CAFE,,230  11TH AVE S,NASHVILLE,TN,37203.00000,19,37019500,"230 11TH AVE S
NASHVILLE, TN 37203
(36.153745, -86.784092)"
17-25294,ISSUED,BBPERMIT,WHOLESALES,"BB - Wholesale, Distributor, manufacture",10/25/2017,03/08/2018,09100005500,SOUTHERN GRIST BREWING COMPANY,,5000  CENTENNIAL BLVD,NASHVILLE,TN,37209.00000,20,37013000,"5000 CENTENNIAL BLVD
NASHVILLE, TN 37209
(36.162328, -86.847563)"
09-19020,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,05/28/2009,07/16/2009,09700013000,La Hacienda Mexican Restaurant,,3666  Bell RD,Nashville,TN,37214.00000,13,37015624,"3666 Bell RD
Nashville, TN 37214
(36.150904, -86.62534)"
17-25267,ISSUED,BBPERMIT,ONSALES,BB - On Site Sales,10/04/2017,03/09/2018,09503001300,MIRKO PASTA,,2264  LEBANON PIKE,NASHVILLE,TN,37214.00000,15,37015200,"2264 LEBANON PIKE
NASHVILLE, TN 37214
(36.168774, -86.684907)"
18-25377,ISSUED,BBPERMIT,SPECIAL,BB - Special Events,02/13/2018,03/09/2018,10503019800,GLENDALE GALA,,434  HOUSTON ST,NASHVILLE,TN,37203.00000,17,37016100,"434 HOUSTON ST
NASHVILLE, TN 37203
(36.142856, -86.766712)"
